category,normalized_entity,term_frequency,category_document_frequency,idf,importance_score
adaptation,Riyadh,1,2,1.5108256237659907,1.5108256237659907
science,five,1,2,1.5108256237659907,1.5108256237659907
impact,10,1,2,1.5108256237659907,1.5108256237659907
impact,10%,1,2,1.5108256237659907,1.5108256237659907
adaptation,January 2024,1,2,1.5108256237659907,1.5108256237659907
adaptation,Spain,1,2,1.5108256237659907,1.5108256237659907
adaptation,Saudi Arabia's,1,2,1.5108256237659907,1.5108256237659907
adaptation,Sahel,1,2,1.5108256237659907,1.5108256237659907
adaptation,five,1,2,1.5108256237659907,1.5108256237659907
adaptation,World Bank,1,2,1.5108256237659907,1.5108256237659907
adaptation,UNHCR,1,2,1.5108256237659907,1.5108256237659907
adaptation,The Middle East,1,2,1.5108256237659907,1.5108256237659907
science,80%,1,3,1.2231435513142097,1.2231435513142097
science,45%,1,3,1.2231435513142097,1.2231435513142097
science,40%,1,3,1.2231435513142097,1.2231435513142097
science,2024,1,3,1.2231435513142097,1.2231435513142097
impact,Africa,1,3,1.2231435513142097,1.2231435513142097
impact,40%,1,3,1.2231435513142097,1.2231435513142097
impact,North Africa,1,3,1.2231435513142097,1.2231435513142097
impact,Saudi Arabia,1,3,1.2231435513142097,1.2231435513142097
impact,September 2023,1,3,1.2231435513142097,1.2231435513142097
policy,Jordanian,1,3,1.2231435513142097,1.2231435513142097
policy,80%,1,3,1.2231435513142097,1.2231435513142097
policy,Kenya,1,3,1.2231435513142097,1.2231435513142097
policy,45%,1,3,1.2231435513142097,1.2231435513142097
science,Mediterranean,1,3,1.2231435513142097,1.2231435513142097
policy,Africa,1,3,1.2231435513142097,1.2231435513142097
impact,the Jordan Valley,1,3,1.2231435513142097,1.2231435513142097
policy,September 2023,1,3,1.2231435513142097,1.2231435513142097
adaptation,45%,1,3,1.2231435513142097,1.2231435513142097
adaptation,North Africa,1,3,1.2231435513142097,1.2231435513142097
science,the Jordan Valley,1,3,1.2231435513142097,1.2231435513142097
impact,2024,1,3,1.2231435513142097,1.2231435513142097
impact,2100,1,3,1.2231435513142097,1.2231435513142097
science,UNEP,1,3,1.2231435513142097,1.2231435513142097
impact,Kenya,1,3,1.2231435513142097,1.2231435513142097
policy,March 2024,1,4,1.0,1.0
impact,India,1,4,1.0,1.0
impact,March 2024,1,4,1.0,1.0
impact,first,1,4,1.0,1.0
science,India,1,4,1.0,1.0
science,first,1,4,1.0,1.0
impact,2050,1,4,1.0,1.0
science,annual,1,4,1.0,1.0
adaptation,March 2024,1,4,1.0,1.0
